,userName,numStar,title,reviewDate,reviewContent,numHelpful,numUnhelpful
130,NJuice,5,Vast Improvement for Handheld Players,1 year ago,"I have been a user of the original Nintendo Switch for years now and its easily been one of my favorite video game consoles I have owned! I was excited to get my hands on the new OLED switch, and so far I have not been let down!

ORIGINAL VS OLED (HANDHELD MODE)
- Simply put, the new OLED switch is better than the original in almost every area! Right out of the box you can see the big improvements and its well worth it.
- The larger screen makes handheld gaming feel more immersive and having small bezels makes it feel more modern.
- The OLED screen is truly a game changer. It’s insanely brighter, the colors pop which really makes games feel so vibrant, and just overall creates a much better experience in handheld mode.
- The kickstand is SO much better! Its the entire length of the switch and can be set at different angles. Just overall makes it feel a lot more sturdy and is what the original switch should have came with.
- The speakers are also much improved! They are frontward facing and produce a better more impactful sound.
- The OLED switch comes with 64 GB standard which is also much better than the 32 GB on the original switch.
- The improved dock on the OLED looks fantastic! Just some minor cosmetic improvements makes it look better, and I’d say overall the switch fits in their slightly more snug and secure than before.

OLED IN DOCKED MODE:
- The biggest complaint by everyone is going to be how the Switch OLED does nothing to improve the Switch’s performance in docked mode. There is no 4K or even HDR support which is very disappointing.
- That being said, if you use the Switch in docked mode 100% of the time than you likely will not see any benefits from the new OLED switch besides the larger storage.

FINAL VERDICT:
- For me, I use the Switch in handheld mode a lot. So the OLED Switch is an absolute home run for me. The screen, speakers, kickstand, just about everything about the handheld experience has been improved and I have really enjoyed using it.
- In my opinion, the OLED Switch is only $50 more than the original and completely justifies this price increase. Any new user who has never owned a Nintendo Switch should absolutely buy the OLED Switch! And if you already own the Switch but are curious about making the jump to OLED, you will not be disappointed whatsoever!",73,26
131,Crusinblast,5,Switch oled,1 year ago,Awesome console screen is gorgeous cant put it down love playing switch games now,0,0
132,Luke,5,Amazing,1 year ago,"Amazing love the oled screen, can’t wait for games to come out",0,0
133,JoseT,5,Loving it,1 week ago,"It's a Switch, so thats all it really needs going for it to be great. My kids dropped our last switch in the pool, and I couldnt fix the water damage cause they tried charging it wet and shorted out half the components. I went with this oled model cause I can see the difference in screens. Not only is it brighter, but its bigger, the speakers are better and the kickstand is better. So, if you play handheld more often than docked to a tv, it definitely shines in comparison to the older model. The battery is supposedly the exact same as the last model, but it does, and has been tested numerous times, last longer than its predecessor. Finally, the dock has an ethernet port, which is nice to have. Wifi is notoriously slow on the switch. Some may not be able to tell much of a difference with the screen, but its definitely worth the 50 bucks extra. I dont think i wouldve upgraded if our last switch didn't bite the dust, but if this is your first time to purchase one or youre replacing a broken one id definitely buy this one every time over the older model. Burn in isnt an issue with these no matter how much you play so that shouldnt be a concern unlike some oled tvs, or phones even. Definitely a good buy. I also suggest buying the hori split pad pro if youre gonna be playing handheld more often than docked. It almost cures hand fatigue, especially if you have bigger hands like I do, and you can still dock with them attached. Those are definitely a godsend. I wouldnt hold your breath for a price drop cause Nintendo is notorious for rarely dropping prices of these consoles and a lot of their 1st party games. You can get good deals on the games occasionally though. All in all, im happy with my purchase and recommended this oled model, but only if its your first switch, you're replacing one or maybe as a gift",0,0
134,Jessica,5,Upgrade from the original switch,18 hours ago,Definitely get the best buy geek squad. Its worth it i got my son the swith for xmas almost two years ago and the controllers quit locking in and i finally decided to take it in. Had i known it would be so easy i would have brang it sooner when it started breaking and before i bought 3 new controller sets and read my plan details that thwy would replace the original controllers. Anyways a week and a half later after dropping it off they called and said they were junking it out bc the didnt have the parts to fix it and were going to give me a refund to come in and pick up a gift card. So we received a $330 gift card (what we paid for the switch and tax) my son used that and his birthday money to upgrade to the oled. The screen has a way better picture and is bigger. And the kickstand on the back is better as well.,0,0
135,HopeThisHelps,5,Nintendo Switch Oled Review (white joy cons),6 days ago,"Ill keep it brief and to the point. This is an awesome purchase and the white joy cons look great. However I have some callouts to make. I had the original Switch and only upgrading because I play handheld alot. If your going to be mainly playing on the TV then upgrading isn’t worth it, as it’ll look the same on the TV as any other switch model! If your going to get a switch for the first time then spending a little extra for the OLED model is def worth it, unless you already know your always going to play on the TV then its not worth it. Hope this helps!",0,0
136,tr0yz1488,5,Definitely Worth The Extra $50,2 days ago,"Love the OLED Screen, idk why it took me so long to finally buy my own switch. Glad I grabbed the new OLED Version it definitely gives that on the go gaming experience that extra pop Nintendo needed. Either way switch has always been the best portable gaming system since release, and that with the fact it's playable on your TV and also has all of Nintendos First Party Exclusives it's a must have for any gamer who started out truly becoming a gamer when the NES was released #100",0,0
137,CoryT,5,Great fun,1 week ago,Kind of old and not really a gamer but this system has been a great replacement for wii and wii u as they hace reaxhed their end of life recently. Always been a big Zelda fan so lots of goodies available for this system. As this is a review of the system i would say it is great but has some issues with comfort playing inheld held mode - a decent grip case will remedy this. Screen and hardware are great. Ish it came with more memory.,0,0
138,Mark,5,Worth it over the base model,2 months ago,"This system is excellent. It is my introduction to the world of the Nintendo Switch and it did not disappoint! I was not sure about the 50$ price difference from this model and the base model but I’m so glad I got it, the colors pop so nicely, the graphics are amazing, the larger screen is lovely, and I personally love the slick white color this system comes in too. Great battery life, it feels good and sturdy, overall it is just such an amazing system. My only gripe would just be how expensive the main Nintendo titles run (around 30-60$) but that’s to be expected I guess when buying a new system. Overall though, has already bought me so much fun in the short amount of time I’ve used it!",0,0
139,SerotoninStorm,5,"Big screen update, but that's about it",1 day ago,"I bought this because my gen 1 switch quit turning on. The upgraded screen is noticable right away. It's bigger, the color is better, and even though it's 720p it feels sharper. If you have a gen 1 switch that still works I don't think it's a necessary upgrade. But if you're in the market for your first switch this is a no brainer upgrade, especially for only $50 more.",0,0
